utc_time,x_error (m),y_error  (m),z_error (m),satclockerror (m),hour,minute,dow,doy,hour_sin,hour_cos,doy_sin,doy_cos,x_lag_1,x_lag_2,x_lag_4,x_lag_8,x_lag_16,x_lag_24,x_lag_48,x_lag_96,y_lag_1,y_lag_2,y_lag_4,y_lag_8,y_lag_16,y_lag_24,y_lag_48,y_lag_96,z_lag_1,z_lag_2,z_lag_4,z_lag_8,z_lag_16,z_lag_24,z_lag_48,z_lag_96,clock_lag_1,clock_lag_2,clock_lag_4,clock_lag_8,clock_lag_16,clock_lag_24,clock_lag_48,clock_lag_96,x_roll_mean_3,x_roll_std_3,x_roll_min_3,x_roll_max_3,x_roll_slope_3,x_roll_mean_6,x_roll_std_6,x_roll_min_6,x_roll_max_6,x_roll_slope_6,x_roll_mean_12,x_roll_std_12,x_roll_min_12,x_roll_max_12,x_roll_slope_12,x_roll_mean_24,x_roll_std_24,x_roll_min_24,x_roll_max_24,x_roll_slope_24,y_roll_mean_3,y_roll_std_3,y_roll_min_3,y_roll_max_3,y_roll_slope_3,y_roll_mean_6,y_roll_std_6,y_roll_min_6,y_roll_max_6,y_roll_slope_6,y_roll_mean_12,y_roll_std_12,y_roll_min_12,y_roll_max_12,y_roll_slope_12,y_roll_mean_24,y_roll_std_24,y_roll_min_24,y_roll_max_24,y_roll_slope_24,z_roll_mean_3,z_roll_std_3,z_roll_min_3,z_roll_max_3,z_roll_slope_3,z_roll_mean_6,z_roll_std_6,z_roll_min_6,z_roll_max_6,z_roll_slope_6,z_roll_mean_12,z_roll_std_12,z_roll_min_12,z_roll_max_12,z_roll_slope_12,z_roll_mean_24,z_roll_std_24,z_roll_min_24,z_roll_max_24,z_roll_slope_24,clock_roll_mean_3,clock_roll_std_3,clock_roll_min_3,clock_roll_max_3,clock_roll_slope_3,clock_roll_mean_6,clock_roll_std_6,clock_roll_min_6,clock_roll_max_6,clock_roll_slope_6,clock_roll_mean_12,clock_roll_std_12,clock_roll_min_12,clock_roll_max_12,clock_roll_slope_12,clock_roll_mean_24,clock_roll_std_24,clock_roll_min_24,clock_roll_max_24,clock_roll_slope_24,x_ewm_mean_12,x_ewm_std_12,x_ewm_mean_24,x_ewm_std_24,x_ewm_mean_48,x_ewm_std_48,y_ewm_mean_12,y_ewm_std_12,y_ewm_mean_24,y_ewm_std_24,y_ewm_mean_48,y_ewm_std_48,z_ewm_mean_12,z_ewm_std_12,z_ewm_mean_24,z_ewm_std_24,z_ewm_mean_48,z_ewm_std_48,clock_ewm_mean_12,clock_ewm_std_12,clock_ewm_mean_24,clock_ewm_std_24,clock_ewm_mean_48,clock_ewm_std_48
2025-09-01 14:00:00,-0.7411711777500001,0.6366246343749999,0.45970042175,-0.180917770375,14,0,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7411711777500001,,-0.7411711777500001,,-0.7411711777500001,,0.6366246343749999,,0.6366246343749999,,0.6366246343749999,,0.45970042175,,0.45970042175,,0.45970042175,,-0.180917770375,,-0.180917770375,,-0.180917770375,
2025-09-01 14:15:00,-0.7164590225,0.60170552575,0.4851494415,-0.17784697375,14,15,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-0.7411711777500001,,,,,,,,0.6366246343749999,,,,,,,,0.45970042175,,,,,,,,-0.180917770375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7373693077115385,0.017474132555009767,-0.7391942053300001,0.017474132555009767,-0.7401625183520408,0.017474132555009753,0.6312524638173076,0.0246915385017271,0.633831105685,0.0246915385017271,0.635199364635204,0.024691538501727086,0.4636156555576923,0.017995174439775392,0.46173634332999997,0.017995174439775392,0.4607391572499999,0.017995174439775382,-0.18044534012500002,0.0021713811171822713,-0.18067210664500002,0.0021713811171822713,-0.18079243173724488,0.00217138111718227
2025-09-01 14:30:00,-0.667034712,0.5318673085,0.536047481,-0.1717053805,14,30,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-0.7164590225,-0.7411711777500001,,,,,,,0.60170552575,0.6366246343749999,,,,,,,0.4851494415,0.45970042175,,,,,,,-0.17784697375,-0.180917770375,,,,,,,-0.7082216374166667,0.0377484406728751,-0.7411711777500001,-0.667034712,0.02471215525,,,,,,,,,,,,,,,,0.590065822875,0.0533398194914825,0.5318673085,0.6366246343749999,-0.0349191086249999,,,,,,,,,,,,,,,,0.4936324480833333,0.0388740197889337,0.45970042175,0.536047481,0.02544901975,,,,,,,,,,,,,,,,-0.176823374875,0.0046907193259591,-0.180917770375,-0.1717053805,0.003070796625,,,,,,,,,,,,,,,,-0.7265486006789942,0.03989996571287433,-0.7334214458636001,0.03952445551525964,-0.7371777099295085,0.039308268733919675,0.6159624399223372,0.0563799969191935,0.6256740019102001,0.055849388348324217,0.6309817296909099,0.05554390913679739,0.4747590133180473,0.04108969878097786,0.4676812343436,0.04070299165896659,0.46381296638265296,0.040480358642447006,-0.1791007309519231,0.004958073418088869,-0.17995476855340004,0.0049114115451837,-0.18042153168674507,0.004884547613980907
2025-09-01 14:45:00,-0.6176104014999999,0.46202909125,0.5869455205,-0.1655637872499999,14,45,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-0.667034712,-0.7164590225,,,,,,,0.5318673085,0.60170552575,,,,,,,0.536047481,0.4851494415,,,,,,,-0.1717053805,-0.17784697375,,,,,,,-0.667034712,0.0494243105,-0.7164590225,-0.6176104014999999,0.0329495403333333,,,,,,,,,,,,,,,,0.5318673085,0.0698382172499999,0.46202909125,0.60170552575,-0.0465588115,,,,,,,,,,,,,,,,0.536047481,0.0508980394999999,0.4851494415,0.5869455205,0.0339320263333333,,,,,,,,,,,,,,,,-0.1717053804999999,0.00614159325,-0.17784697375,-0.1655637872499999,0.0040943955,,,,,,,,,,,,,,,,-0.7097888777283797,0.06082583294399409,-0.7241565623145122,0.06043319994339393,-0.7322974116262632,0.06010359052529039,0.5922803862804391,0.0859489529055718,0.6125824090573841,0.08539414923672888,0.6240857036320973,0.08492840001501421,0.4920184759614247,0.06263953136592182,0.477222377236112,0.06223519087494924,0.46883878491805486,0.06189575319716516,-0.1770181242285503,0.0075583760553313934,-0.17880349004912804,0.0075095864584342675,-0.1798150931383065,0.0074686283356626346
2025-09-01 15:00:00,-0.568186091,0.392190874,0.63784356,-0.159422194,15,0,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,-0.6176104014999999,-0.667034712,-0.7411711777500001,,,,,,0.46202909125,0.5318673085,0.6366246343749999,,,,,,0.5869455205,0.536047481,0.45970042175,,,,,,-0.1655637872499999,-0.1717053805,-0.180917770375,,,,,,-0.6176104014999999,0.0494243104999999,-0.667034712,-0.568186091,0.0329495403333333,,,,,,,,,,,,,,,,0.46202909125,0.0698382172499998,0.392190874,0.5318673085,-0.0465588114999999,,,,,,,,,,,,,,,,0.5869455205,0.0508980394999998,0.536047481,0.63784356,0.0339320263333333,,,,,,,,,,,,,,,,-0.1655637872499999,0.0061415932500001,-0.1717053805,-0.159422194,0.0040943955,,,,,,,,,,,,,,,,-0.6880038336163212,0.08093482024929212,-0.7116789246093512,0.08096413947104235,-0.7255989903762116,0.08063642339420177,0.5614973843911407,0.1143636300128001,0.5949510862527934,0.11440505906173336,0.6146206085450728,0.11394198519506392,0.5144531042750516,0.08334812638355095,0.49007207185722307,0.08337831984283556,0.47573693900303216,0.0830408319617693,-0.17431105803954255,0.010057171070358518,-0.17725298636519782,0.010060814353038142,-0.17898272990817152,0.010020091501771619
2025-09-01 15:15:00,-0.5601051002499999,0.3377229705,0.65921339175,-0.11062636975,15,15,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,-0.568186091,-0.6176104014999999,-0.7164590225,,,,,,0.392190874,0.46202909125,0.60170552575,,,,,,0.63784356,0.5869455205,0.4851494415,,,,,,-0.159422194,-0.1655637872499999,-0.17784697375,,,,,,-0.5819671975833333,0.0311312398076144,-0.6176104014999999,-0.5601051002499999,0.0191684337499999,-0.6450944175,0.0757607722991638,-0.7411711777500001,-0.5601051002499999,0.0301776795833333,,,,,,,,,,,0.3973143119166666,0.0623112359534204,0.3377229705,0.46202909125,-0.0414353735833333,0.4936900673958333,0.1176310931717752,0.3377229705,0.6366246343749999,-0.0498169439791666,,,,,,,,,,,0.6280008240833334,0.0371257443224449,0.5869455205,0.65921339175,0.0240892904166666,0.5608166360833333,0.0810694903344137,0.45970042175,0.65921339175,0.0332521616666666,,,,,,,,,,,-0.1452041169999999,0.0301022465204139,-0.1655637872499999,-0.11062636975,0.0183124724999999,-0.1610137459374999,0.0259073826913875,-0.180917770375,-0.11062636975,0.0117152334375,,,,,,,,,,,-0.668327105406118,0.0888511691543117,-0.6995530186606032,0.0911581093859143,-0.7188441377179988,0.0916598917193763,0.5270705514848113,0.13714489707227384,0.5743728369925699,0.13909495157917443,0.6033186641350698,0.1391209409501985,0.536723917732736,0.09488603276768426,0.5036033774486453,0.09689664428263686,0.4832257738090308,0.09722036015345402,-0.16451341368730524,0.028056345195768335,-0.17192285703598198,0.026132268813646286,-0.17619267439151146,0.025066164650475523
2025-09-01 15:30:00,-0.5520241095,0.283255067,0.6805832235,-0.0618305455,15,30,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,-0.5601051002499999,-0.568186091,-0.667034712,,,,,,0.3377229705,0.392190874,0.5318673085,,,,,,0.65921339175,0.63784356,0.536047481,,,,,,-0.11062636975,-0.159422194,-0.1717053805,,,,,,-0.5601051002499999,0.0080809907499994,-0.568186091,-0.5520241095,0.0053873271666666,-0.613569906125,0.0665838457334999,-0.7164590225,-0.5520241095,0.0274058188333333,,,,,,,,,,,0.3377229705,0.0544679034999998,0.283255067,0.392190874,-0.0363119356666666,0.4347951395,0.1201884305304586,0.283255067,0.60170552575,-0.0530750764583333,,,,,,,,,,,0.6592133917499999,0.0213698317499994,0.63784356,0.6805832235,0.0142465545,0.597630436375,0.0759596243069292,0.4851494415,0.6805832235,0.032572297,,,,,,,,,,,-0.11062636975,0.04879582425,-0.159422194,-0.0618305455,0.0325305495,-0.1411658751249999,0.0456803493749086,-0.17784697375,-0.0618305455,0.019336071375,,,,,,,,,,,-0.6504343368051767,0.09212710562884764,-0.687750705927755,0.09737440451846749,-0.712035156974407,0.09902873636438009,0.4895604769486865,0.15712570598949585,0.5510834153931644,0.16190952623369237,0.5902548438438424,0.16274634772640137,0.5588561186200074,0.10268542213789128,0.5177617651327536,0.10738060949903436,0.4912811799188663,0.10866969544635803,-0.14871604935079674,0.04853213241130545,-0.16311547211310343,0.045100363598256095,-0.17152483239593955,0.04302104759443236
2025-09-01 15:45:00,-0.54394311875,0.2287871635,0.70195305525,-0.01303472125,15,45,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,-0.5520241095,-0.5601051002499999,-0.6176104014999999,,,,,,0.283255067,0.3377229705,0.46202909125,,,,,,0.6805832235,0.65921339175,0.5869455205,,,,,,-0.0618305455,-0.11062636975,-0.1655637872499999,,,,,,-0.5520241095,0.0080809907499994,-0.5601051002499999,-0.54394311875,0.0053873271666666,-0.5848172555,0.0478925303304551,-0.667034712,-0.54394311875,0.0205152655416666,,,,,,,,,,,0.283255067,0.0544679034999998,0.2287871635,0.3377229705,-0.0363119356666666,0.372642079125,0.1128082318100025,0.2287871635,0.5318673085,-0.0505133574999999,,,,,,,,,,,0.6805832235000001,0.0213698317499993,0.65921339175,0.70195305525,0.0142465544999999,0.633764372,0.0620428713110668,0.536047481,0.70195305525,0.0276509290416666,,,,,,,,,,,-0.0618305455,0.0487958242500001,-0.11062636975,-0.01303472125,0.0325305495,-0.1136971663749999,0.0647740402163036,-0.1717053805,-0.01303472125,0.026445109875,,,,,,,,,,,-0.6340510724889956,0.09305870201092772,-0.6762460989535346,0.10155720675033889,-0.7051742574550434,0.1045475664997195,0.4494415056488886,0.17519618316184565,0.5252997152417113,0.1836353224952289,0.5755010609726651,0.18557168132849775,0.5808710319476985,0.10845569236203921,0.5324970683421333,0.11628031261384737,0.4998800319731982,0.11873923493373219,-0.1278419988737511,0.06929668321057367,-0.15110901204405516,0.0650329231576959,-0.16505584826753383,0.0620700815484042
2025-09-01 16:00:00,-0.54394311875,0.17431926,0.72204091425,0.00742726825,16,0,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,-0.54394311875,-0.5520241095,-0.568186091,-0.7411711777500001,,,,,0.2287871635,0.283255067,0.392190874,0.6366246343749999,,,,,0.70195305525,0.6805832235,0.63784356,0.45970042175,,,,,-0.01303472125,-0.0618305455,-0.159422194,-0.180917770375,,,,,-0.5466367823333335,0.0046655621848305,-0.5520241095,-0.54394311875,0.0026936635833333,-0.5643019899583334,0.0277640072306775,-0.6176104014999999,-0.54394311875,0.0122778804583333,,,,,,,,,,,0.2287871635,0.0544679034999998,0.17431926,0.283255067,-0.0363119356666666,0.3130507377083333,0.1061140753205117,0.17431926,0.46202909125,-0.0479516385416666,,,,,,,,,,,0.7015257309999999,0.0207321485884028,0.6805832235,0.72204091425,0.01381923025,0.6647632775416666,0.048425517361885,0.5869455205,0.72204091425,0.0225158989583333,,,,,,,,,,,-0.0224793328333333,0.0355817608800837,-0.0618305455,0.00742726825,0.0230859379166666,-0.0838417249166666,0.0733981919108894,-0.1655637872499999,0.00742726825,0.0288318425833333,,,,,,,,,,,-0.620188310375304,0.0913815916305624,-0.6656618605372518,0.1034312802665806,-0.6985933946507558,0.10797513857250567,0.4071150063182903,0.19171307491027767,0.4972212788223744,0.20458427665858403,0.5591262935860256,0.20790978506937408,0.6025894753788218,0.11269518632154735,0.5476605760147626,0.12400813949371596,0.508947823086537,0.12782308400289108,-0.10703134239317402,0.08206668922269988,-0.13842610962053076,0.079113491887377,-0.15801572106273654,0.07616424756801814
2025-09-01 16:15:00,-0.5621965395,0.07943220625,0.72204091425,0.00742726825,16,15,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,-0.54394311875,-0.54394311875,-0.5601051002499999,-0.7164590225,,,,,0.17431926,0.2287871635,0.3377229705,0.60170552575,,,,,0.72204091425,0.70195305525,0.65921339175,0.4851494415,,,,,0.00742726825,-0.01303472125,-0.11062636975,-0.17784697375,,,,,-0.5500275923333334,0.0105386173836436,-0.5621965395,-0.54394311875,-0.0060844735833333,-0.5550663462916666,0.0100505122698948,-0.568186091,-0.54394311875,0.0009982585833333,,,,,,,,,,,0.1608462099166666,0.0755835175332448,0.07943220625,0.2287871635,-0.04978498575,0.2492845902083333,0.1133907614582846,0.07943220625,0.392190874,-0.052126444625,,,,,,,,,,,0.71534496125,0.0115977308010921,0.70195305525,0.72204091425,0.006695953,0.6872791765,0.0343758164392233,0.63784356,0.72204091425,0.014032892375,,,,,,,,,,,0.0006066050833333,0.0118137351459809,-0.01303472125,0.00742726825,0.0068206631666666,-0.0550098823333333,0.0687027738014732,-0.159422194,0.00742726825,0.0278082437083333,,,,,,,,,,,-0.6112664994714111,0.08615410683451455,-0.6573846348542717,0.10192046834682822,-0.6930261760731738,0.10827021006524211,0.35670226784624565,0.2156375811508256,0.46379815301658445,0.23184633247586756,0.5395469430825143,0.2359490564132385,0.6209666198205415,0.11250025699609478,0.5616110030735816,0.1281271446503174,0.5176455002768824,0.13376584773415076,-0.08942232537114725,0.08682422064261944,-0.1267578393908883,0.08695365871579738,-0.1512629459887473,0.08488405165908333
