utc_time,x_error (m),y_error (m),z_error (m),satclockerror (m),hour,minute,dow,doy,hour_sin,hour_cos,doy_sin,doy_cos,x_lag_1,x_lag_2,x_lag_4,x_lag_8,x_lag_16,x_lag_24,x_lag_48,x_lag_96,y_lag_1,y_lag_2,y_lag_4,y_lag_8,y_lag_16,y_lag_24,y_lag_48,y_lag_96,z_lag_1,z_lag_2,z_lag_4,z_lag_8,z_lag_16,z_lag_24,z_lag_48,z_lag_96,clock_lag_1,clock_lag_2,clock_lag_4,clock_lag_8,clock_lag_16,clock_lag_24,clock_lag_48,clock_lag_96,x_roll_mean_3,x_roll_std_3,x_roll_min_3,x_roll_max_3,x_roll_slope_3,x_roll_mean_6,x_roll_std_6,x_roll_min_6,x_roll_max_6,x_roll_slope_6,x_roll_mean_12,x_roll_std_12,x_roll_min_12,x_roll_max_12,x_roll_slope_12,x_roll_mean_24,x_roll_std_24,x_roll_min_24,x_roll_max_24,x_roll_slope_24,y_roll_mean_3,y_roll_std_3,y_roll_min_3,y_roll_max_3,y_roll_slope_3,y_roll_mean_6,y_roll_std_6,y_roll_min_6,y_roll_max_6,y_roll_slope_6,y_roll_mean_12,y_roll_std_12,y_roll_min_12,y_roll_max_12,y_roll_slope_12,y_roll_mean_24,y_roll_std_24,y_roll_min_24,y_roll_max_24,y_roll_slope_24,z_roll_mean_3,z_roll_std_3,z_roll_min_3,z_roll_max_3,z_roll_slope_3,z_roll_mean_6,z_roll_std_6,z_roll_min_6,z_roll_max_6,z_roll_slope_6,z_roll_mean_12,z_roll_std_12,z_roll_min_12,z_roll_max_12,z_roll_slope_12,z_roll_mean_24,z_roll_std_24,z_roll_min_24,z_roll_max_24,z_roll_slope_24,clock_roll_mean_3,clock_roll_std_3,clock_roll_min_3,clock_roll_max_3,clock_roll_slope_3,clock_roll_mean_6,clock_roll_std_6,clock_roll_min_6,clock_roll_max_6,clock_roll_slope_6,clock_roll_mean_12,clock_roll_std_12,clock_roll_min_12,clock_roll_max_12,clock_roll_slope_12,clock_roll_mean_24,clock_roll_std_24,clock_roll_min_24,clock_roll_max_24,clock_roll_slope_24
2025-09-01 06:00:00,5.0140344025625,4.2584054071875,-2.4381098266875,0.9747821176875,6,0,0,244,1.0,6.123233995736766e-17,-0.8717063187093217,-0.4900286664290594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-01 06:15:00,4.694625510125,3.986315416375,-2.276120276375,0.669137036375,6,15,0,244,1.0,6.123233995736766e-17,-0.8717063187093217,-0.4900286664290594,5.0140344025625,,,,,,,,4.2584054071875,,,,,,,,-2.4381098266875,,,,,,,,0.9747821176875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-01 06:30:00,4.05580772525,3.44213543475,-1.95214117575,0.0578468737499999,6,30,0,244,1.0,6.123233995736766e-17,-0.8717063187093217,-0.4900286664290594,4.694625510125,5.0140344025625,,,,,,,3.986315416375,4.2584054071875,,,,,,,-2.276120276375,-2.4381098266875,,,,,,,0.669137036375,0.9747821176875,,,,,,,4.5881558793125,0.4879051424122843,4.05580772525,5.0140344025625,-0.31940889243750004,,,,,,,,,,,,,,,,3.8956187527708335,0.4156243262460404,3.44213543475,4.2584054071875,-0.2720899908125001,,,,,,,,,,,,,,,,-2.2221237596041665,0.2474431253662961,-2.4381098266875,-1.95214117575,0.16198955031250004,,,,,,,,,,,,,,,,0.5672553426041667,0.4668805736351547,0.0578468737499999,0.9747821176875,-0.30564508131250007,,,,,,,,,,,,,,,
2025-09-01 06:45:00,3.416989940375,2.897955453125,-1.628162075125,-0.553443288875,6,45,0,244,1.0,6.123233995736766e-17,-0.8717063187093217,-0.4900286664290594,4.05580772525,4.694625510125,,,,,,,3.44213543475,3.986315416375,,,,,,,-1.95214117575,-2.276120276375,,,,,,,0.0578468737499999,0.669137036375,,,,,,,4.055807725249999,0.6388177848750011,3.416989940375,4.694625510125,-0.42587852325000003,,,,,,,,,,,,,,,,3.44213543475,0.5441799816250001,2.897955453125,3.986315416375,-0.36278665441666674,,,,,,,,,,,,,,,,-1.9521411757500002,0.32397910062499957,-2.276120276375,-1.628162075125,0.21598606708333326,,,,,,,,,,,,,,,,0.05784687374999994,0.611290162625,-0.553443288875,0.669137036375,-0.40752677508333335,,,,,,,,,,,,,,,
2025-09-01 07:00:00,2.7781721555,2.3537754715,-1.3041829745,-1.1647334515,7,0,0,244,0.9659258262890684,-0.2588190451025206,-0.8717063187093217,-0.4900286664290594,3.416989940375,4.05580772525,5.0140344025625,,,,,,2.897955453125,3.44213543475,4.2584054071875,,,,,,-1.628162075125,-1.95214117575,-2.4381098266875,,,,,,-0.553443288875,0.0578468737499999,0.9747821176875,,,,,,3.416989940375,0.6388177848750024,2.7781721555,4.05580772525,-0.42587852325000003,,,,,,,,,,,,,,,,2.8979554531250002,0.5441799816250001,2.3537754715,3.44213543475,-0.36278665441666663,,,,,,,,,,,,,,,,-1.628162075125,0.32397910062499946,-1.95214117575,-1.3041829745,0.21598606708333334,,,,,,,,,,,,,,,,-0.553443288875,0.611290162625,-1.1647334515,0.0578468737499999,-0.40752677508333335,,,,,,,,,,,,,,,
2025-09-01 07:15:00,2.139354370625,1.809595489875,-0.980203873875,-1.776023614125,7,15,0,244,0.9659258262890684,-0.2588190451025206,-0.8717063187093217,-0.4900286664290594,2.7781721555,3.416989940375,4.694625510125,,,,,,2.3537754715,2.897955453125,3.986315416375,,,,,,-1.3041829745,-1.628162075125,-2.276120276375,,,,,,-1.1647334515,-0.553443288875,0.669137036375,,,,,,2.7781721555,0.6388177848750037,2.139354370625,3.416989940375,-0.42587852325000003,3.6831640174062503,1.1141221478122725,2.139354370625,5.0140344025625,-0.47911333865625005,,,,,,,,,,,2.3537754715,0.5441799816250005,1.809595489875,2.897955453125,-0.36278665441666663,3.124697112135417,0.9490702736823795,1.809595489875,4.2584054071875,-0.40813498621875005,,,,,,,,,,,-1.3041829745,0.32397910062499935,-1.628162075125,-0.980203873875,0.21598606708333337,-1.7631533670520831,0.565031688191402,-2.4381098266875,-0.980203873875,0.24298432546875004,,,,,,,,,,,-1.1647334515,0.6112901626250001,-1.776023614125,-0.553443288875,-0.40752677508333335,-0.2987390544479167,1.0661129433857923,-1.776023614125,0.9747821176875,-0.45846762196875,,,,,,,,,,
2025-09-01 07:30:00,1.50053658575,1.2654155082500005,-0.65622477325,-2.38731377675,7,30,0,244,0.9659258262890684,-0.2588190451025206,-0.8717063187093217,-0.4900286664290594,2.139354370625,2.7781721555,4.05580772525,,,,,,1.809595489875,2.3537754715,3.44213543475,,,,,,-0.980203873875,-1.3041829745,-1.95214117575,,,,,,-1.776023614125,-1.1647334515,0.0578468737499999,,,,,,2.139354370625,0.6388177848750051,1.50053658575,2.7781721555,-0.42587852325000003,3.0975810479374997,1.1951186417900554,1.50053658575,4.694625510125,-0.5323481540625,,,,,,,,,,,1.8095954898750002,0.5441799816250007,1.2654155082500005,2.3537754715,-0.3627866544166665,2.6258654623125,1.0180675239908439,1.2654155082500005,3.986315416375,-0.45348331802083325,,,,,,,,,,,-0.980203873875,0.32397910062499935,-1.3041829745,-0.65622477325,0.21598606708333334,-1.4661725248125002,0.6061093975069543,-2.276120276375,-0.65622477325,0.2699825838541667,,,,,,,,,,,-1.776023614125,0.6112901626250001,-2.38731377675,-1.1647334515,-0.40752677508333335,-0.8590883701875001,1.1436191762240375,-2.38731377675,0.669137036375,-0.5094084688541667,,,,,,,,,,
2025-09-01 07:45:00,0.8617188008749999,0.7212355266250001,-0.332245672625,-2.998603939375,7,45,0,244,0.9659258262890684,-0.2588190451025206,-0.8717063187093217,-0.4900286664290594,1.50053658575,2.139354370625,3.416989940375,,,,,,1.2654155082500005,1.809595489875,2.897955453125,,,,,,-0.65622477325,-0.980203873875,-1.628162075125,,,,,,-2.38731377675,-1.776023614125,-0.553443288875,,,,,,1.50053658575,0.6388177848750063,0.8617188008749999,2.139354370625,-0.42587852325000003,2.4587632630624996,1.1951186417900554,0.8617188008749999,4.05580772525,-0.5323481540625,,,,,,,,,,,1.2654155082500003,0.5441799816250011,0.7212355266250001,1.809595489875,-0.36278665441666663,2.0816854806875003,1.0180675239908434,0.7212355266250001,3.44213543475,-0.4534833180208333,,,,,,,,,,,-0.65622477325,0.32397910062499924,-0.980203873875,-0.332245672625,0.21598606708333334,-1.1421934241875,0.6061093975069541,-1.95214117575,-0.332245672625,0.2699825838541667,,,,,,,,,,,-2.38731377675,0.6112901626250001,-2.998603939375,-1.776023614125,-0.40752677508333335,-1.4703785328125,1.1436191762240375,-2.998603939375,0.0578468737499999,-0.5094084688541667,,,,,,,,,,
2025-09-01 08:00:00,0.262887950625,0.295501366625,-0.008266572,-3.2111371557500004,8,0,0,244,0.8660254037844387,-0.4999999999999998,-0.8717063187093217,-0.4900286664290594,0.8617188008749999,1.50053658575,2.7781721555,5.0140344025625,,,,,0.7212355266250001,1.2654155082500005,2.3537754715,4.2584054071875,,,,,-0.332245672625,-0.65622477325,-1.3041829745,-2.4381098266875,,,,,-2.998603939375,-2.38731377675,-1.1647334515,0.9747821176875,,,,,0.8750477790833333,0.6189319690012482,0.262887950625,1.50053658575,-0.4125495450416667,1.8266099672916667,1.1844959668327877,0.262887950625,3.416989940375,-0.5256836649583333,,,,,,,,,,,0.7607174671666669,0.48616095920255054,0.295501366625,1.2654155082500005,-0.3233047138750002,1.5572464693333332,0.9870885845823558,0.295501366625,2.897955453125,-0.43374234775,,,,,,,,,,,-0.332245672625,0.3239791006249992,-0.65622477325,-0.008266572,0.21598606708333332,-0.8182143235625,0.606109397506954,-1.628162075125,-0.008266572,0.2699825838541667,,,,,,,,,,,-2.8656849572916667,0.427693619072458,-3.2111371557500004,-2.38731377675,-0.2746077930000001,-2.0152092043958336,1.0443226538783115,-3.2111371557500004,-0.553443288875,-0.44294897781250003,,,,,,,,,,
2025-09-01 08:15:00,0.262887950625,0.295501366625,0.77861061875,-3.2111371557500004,8,15,0,244,0.8660254037844387,-0.4999999999999998,-0.8717063187093217,-0.4900286664290594,0.262887950625,0.8617188008749999,2.139354370625,4.694625510125,,,,,0.295501366625,0.7212355266250001,1.809595489875,3.986315416375,,,,,-0.008266572,-0.332245672625,-0.980203873875,-2.276120276375,,,,,-3.2111371557500004,-2.998603939375,-1.776023614125,0.669137036375,,,,,0.46249823404166657,0.3457351525909056,0.262887950625,0.8617188008749999,-0.19961028341666665,1.3009263023333333,1.0269383302044064,0.262887950625,2.7781721555,-0.4192140341458333,,,,,,,,,,,0.4374127532916667,0.24579773187922366,0.295501366625,0.7212355266250001,-0.14191138666666672,1.1235041215833335,0.8411212693378617,0.295501366625,2.3537754715,-0.34304568414583336,,,,,,,,,,,0.14603279137500003,0.5712763299623939,-0.332245672625,0.77861061875,0.37028543045833334,-0.4170855412499999,0.743673550002194,-1.3041829745,0.77861061875,0.34713226554166665,,,,,,,,,,,-3.140292750291667,0.12270610968584438,-3.2111371557500004,-2.998603939375,-0.07084440545833341,-2.4581581822083334,0.8449035824753117,-3.2111371557500004,-1.1647334515,-0.3410672840416667,,,,,,,,,,
