utc_time,x_error (m),y_error  (m),z_error (m),satclockerror (m),hour,minute,dow,doy,hour_sin,hour_cos,doy_sin,doy_cos,x_lag_1,x_lag_2,x_lag_4,x_lag_8,x_lag_16,x_lag_24,x_lag_48,x_lag_96,y_lag_1,y_lag_2,y_lag_4,y_lag_8,y_lag_16,y_lag_24,y_lag_48,y_lag_96,z_lag_1,z_lag_2,z_lag_4,z_lag_8,z_lag_16,z_lag_24,z_lag_48,z_lag_96,clock_lag_1,clock_lag_2,clock_lag_4,clock_lag_8,clock_lag_16,clock_lag_24,clock_lag_48,clock_lag_96
2025-09-01 14:00:00,-1.4468116731251155,1.3193284577054274,1.5436072255067952,-1.583276546770084,14,0,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-01 14:15:00,-1.351161496362091,1.252608346158554,1.6109766428302872,-1.5555412515644094,14,15,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-1.4468116731251155,,,,,,,,1.3193284577054274,,,,,,,,1.5436072255067952,,,,,,,,-1.583276546770084,,,,,,,
2025-09-01 14:30:00,-1.159861142836042,1.1191681230648065,1.7457154774772707,-1.5000706611530608,14,30,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-1.351161496362091,-1.4468116731251155,,,,,,,1.252608346158554,1.3193284577054274,,,,,,,1.6109766428302872,1.5436072255067952,,,,,,,-1.5555412515644094,-1.583276546770084,,,,,,
2025-09-01 14:45:00,-0.9685607893099928,0.9857278999710593,1.8804543121242543,-1.4446000707417108,14,45,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-1.159861142836042,-1.351161496362091,,,,,,,1.1191681230648065,1.252608346158554,,,,,,,1.7457154774772707,1.6109766428302872,,,,,,,-1.5000706611530608,-1.5555412515644094,,,,,,
2025-09-01 15:00:00,-0.7772604357839439,0.8522876768773119,2.015193146771238,-1.3891294803303629,15,0,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,-0.9685607893099928,-1.159861142836042,-1.4468116731251155,,,,,,0.9857278999710593,1.1191681230648065,1.3193284577054274,,,,,,1.8804543121242543,1.7457154774772707,1.5436072255067952,,,,,,-1.4446000707417108,-1.5000706611530608,-1.583276546770084,,,,,
2025-09-01 15:15:00,-0.7459823790609121,0.7482155874012777,2.0717640138396467,-0.9484078189347775,15,15,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,-0.7772604357839439,-0.9685607893099928,-1.351161496362091,,,,,,0.8522876768773119,0.9857278999710593,1.252608346158554,,,,,,2.015193146771238,1.8804543121242543,1.6109766428302872,,,,,,-1.3891294803303629,-1.4446000707417108,-1.5555412515644094,,,,,
2025-09-01 15:30:00,-0.7147043223378808,0.6441434979252437,2.128334880908056,-0.5076861575391922,15,30,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,-0.7459823790609121,-0.7772604357839439,-1.159861142836042,,,,,,0.7482155874012777,0.8522876768773119,1.1191681230648065,,,,,,2.0717640138396467,2.015193146771238,1.7457154774772707,,,,,,-0.9484078189347775,-1.3891294803303629,-1.5000706611530608,,,,,
2025-09-01 15:45:00,-0.6834262656148491,0.5400714084492098,2.184905747976464,-0.0669644961436068,15,45,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,-0.7147043223378808,-0.7459823790609121,-0.9685607893099928,,,,,,0.6441434979252437,0.7482155874012777,0.9857278999710593,,,,,,2.128334880908056,2.0717640138396467,1.8804543121242543,,,,,,-0.5076861575391922,-0.9484078189347775,-1.4446000707417108,,,,,
2025-09-01 16:00:00,-0.6834262656148491,0.4359993189731757,2.238082937880074,0.1178472607332947,16,0,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,-0.6834262656148491,-0.7147043223378808,-0.7772604357839439,-1.4468116731251155,,,,,0.5400714084492098,0.6441434979252437,0.8522876768773119,1.3193284577054274,,,,,2.184905747976464,2.128334880908056,2.015193146771238,1.5436072255067952,,,,,-0.0669644961436068,-0.5076861575391922,-1.3891294803303629,-1.583276546770084,,,,
2025-09-01 16:15:00,-0.7540774453118267,0.2546981615312108,2.238082937880074,0.1178472607332947,16,15,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,-0.6834262656148491,-0.6834262656148491,-0.7459823790609121,-1.351161496362091,,,,,0.4359993189731757,0.5400714084492098,0.7482155874012777,1.252608346158554,,,,,2.238082937880074,2.184905747976464,2.0717640138396467,1.6109766428302872,,,,,0.1178472607332947,-0.0669644961436068,-0.9484078189347775,-1.5555412515644094,,,,
2025-09-01 16:30:00,-0.8560066817318358,0.0733970040892459,2.234689260715274,-0.1380626437853889,16,30,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,-0.7540774453118267,-0.6834262656148491,-0.7147043223378808,-1.159861142836042,,,,,0.2546981615312108,0.4359993189731757,0.6441434979252437,1.1191681230648065,,,,,2.238082937880074,2.238082937880074,2.128334880908056,1.7457154774772707,,,,,0.1178472607332947,0.1178472607332947,-0.5076861575391922,-1.5000706611530608,,,,
2025-09-01 16:45:00,-0.9579359181518452,-0.1079041533527189,2.231295583550476,-0.3939725483040717,16,45,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,-0.8560066817318358,-0.7540774453118267,-0.6834262656148491,-0.9685607893099928,,,,,0.0733970040892459,0.2546981615312108,0.5400714084492098,0.9857278999710593,,,,,2.234689260715274,2.238082937880074,2.184905747976464,1.8804543121242543,,,,,-0.1380626437853889,0.1178472607332947,-0.0669644961436068,-1.4446000707417108,,,,
2025-09-01 17:00:00,-1.0576283297110476,-0.2892053107946837,2.227901906385677,-0.3939725483040717,17,0,0,244,-0.9659258262890684,-0.2588190451025206,-0.8717063187093217,-0.4900286664290594,-0.9579359181518452,-0.8560066817318358,-0.6834262656148491,-0.7772604357839439,,,,,-0.1079041533527189,0.0733970040892459,0.4359993189731757,0.8522876768773119,,,,,2.231295583550476,2.234689260715274,2.238082937880074,2.015193146771238,,,,,-0.3939725483040717,-0.1380626437853889,0.1178472607332947,-1.3891294803303629,,,,
2025-09-01 17:15:00,-1.0576283297110476,-0.3804894240850419,2.067499705631989,-0.1108605624289051,17,15,0,244,-0.9659258262890684,-0.2588190451025206,-0.8717063187093217,-0.4900286664290594,-1.0576283297110476,-0.9579359181518452,-0.7540774453118267,-0.7459823790609121,,,,,-0.2892053107946837,-0.1079041533527189,0.2546981615312108,0.7482155874012777,,,,,2.227901906385677,2.231295583550476,2.238082937880074,2.0717640138396467,,,,,-0.3939725483040717,-0.3939725483040717,0.1178472607332947,-0.9484078189347775,,,,
2025-09-01 17:30:00,-1.0553915048502402,-0.4717735373753998,1.907097504878302,0.428161327964946,17,30,0,244,-0.9659258262890684,-0.2588190451025206,-0.8717063187093217,-0.4900286664290594,-1.0576283297110476,-1.0576283297110476,-0.8560066817318358,-0.7147043223378808,,,,,-0.3804894240850419,-0.2892053107946837,0.0733970040892459,0.6441434979252437,,,,,2.067499705631989,2.227901906385677,2.234689260715274,2.128334880908056,,,,,-0.1108605624289051,-0.3939725483040717,-0.1380626437853889,-0.5076861575391922,,,,
2025-09-01 17:45:00,-1.0531546799894331,-0.5630576506657582,1.746695304124615,0.9671832183587972,17,45,0,244,-0.9659258262890684,-0.2588190451025206,-0.8717063187093217,-0.4900286664290594,-1.0553915048502402,-1.0576283297110476,-0.9579359181518452,-0.6834262656148491,,,,,-0.4717735373753998,-0.3804894240850419,-0.1079041533527189,0.5400714084492098,,,,,1.907097504878302,2.067499705631989,2.231295583550476,2.184905747976464,,,,,0.428161327964946,-0.1108605624289051,-0.3939725483040717,-0.0669644961436068,,,,
2025-09-01 18:00:00,-1.0531546799894331,-0.6543417639561163,1.586293103370928,1.4553646368845616,18,0,0,244,-1.0,-1.8369701987210294e-16,-0.8717063187093217,-0.4900286664290594,-1.0531546799894331,-1.0553915048502402,-1.0576283297110476,-0.6834262656148491,-1.4468116731251155,,,,-0.5630576506657582,-0.4717735373753998,-0.2892053107946837,0.4359993189731757,1.3193284577054274,,,,1.746695304124615,1.907097504878302,2.227901906385677,2.238082937880074,1.5436072255067952,,,,0.9671832183587972,0.428161327964946,-0.3939725483040717,0.1178472607332947,-1.583276546770084,,,
2025-09-01 18:15:00,-1.1820087862563198,-0.6914884187321643,1.408895099428566,1.4553646368845616,18,15,0,244,-1.0,-1.8369701987210294e-16,-0.8717063187093217,-0.4900286664290594,-1.0531546799894331,-1.0531546799894331,-1.0576283297110476,-0.7540774453118267,-1.351161496362091,,,,-0.6543417639561163,-0.5630576506657582,-0.3804894240850419,0.2546981615312108,1.252608346158554,,,,1.586293103370928,1.746695304124615,2.067499705631989,2.238082937880074,1.6109766428302872,,,,1.4553646368845616,0.9671832183587972,-0.1108605624289051,0.1178472607332947,-1.5555412515644094,,,
2025-09-01 18:30:00,-1.3130997173840129,-0.7286350735082123,1.2314970954862043,1.4045241650164748,18,30,0,244,-1.0,-1.8369701987210294e-16,-0.8717063187093217,-0.4900286664290594,-1.1820087862563198,-1.0531546799894331,-1.0553915048502402,-0.8560066817318358,-1.159861142836042,,,,-0.6914884187321643,-0.6543417639561163,-0.4717735373753998,0.0733970040892459,1.1191681230648065,,,,1.408895099428566,1.586293103370928,1.907097504878302,2.234689260715274,1.7457154774772707,,,,1.4553646368845616,1.4553646368845616,0.428161327964946,-0.1380626437853889,-1.5000706611530608,,,
2025-09-01 18:45:00,-1.4441906485117066,-0.7657817282842604,1.0540990915438426,1.353683693148388,18,45,0,244,-1.0,-1.8369701987210294e-16,-0.8717063187093217,-0.4900286664290594,-1.3130997173840129,-1.1820087862563198,-1.0531546799894331,-0.9579359181518452,-0.9685607893099928,,,,-0.7286350735082123,-0.6914884187321643,-0.5630576506657582,-0.1079041533527189,0.9857278999710593,,,,1.2314970954862043,1.408895099428566,1.746695304124615,2.231295583550476,1.8804543121242543,,,,1.4045241650164748,1.4553646368845616,0.9671832183587972,-0.3939725483040717,-1.4446000707417108,,,
2025-09-01 19:00:00,-1.5752815796394,-0.8029283830603082,0.8767010876014809,1.3028432212803012,19,0,0,244,-0.9659258262890684,0.2588190451025203,-0.8717063187093217,-0.4900286664290594,-1.4441906485117066,-1.3130997173840129,-1.0531546799894331,-1.0576283297110476,-0.7772604357839439,,,,-0.7657817282842604,-0.7286350735082123,-0.6543417639561163,-0.2892053107946837,0.8522876768773119,,,,1.0540990915438426,1.2314970954862043,1.586293103370928,2.227901906385677,2.015193146771238,,,,1.353683693148388,1.4045241650164748,1.4553646368845616,-0.3939725483040717,-1.3891294803303629,,,
2025-09-01 19:15:00,-1.6364741070113444,-0.8558617292065861,0.5957734071660727,0.8533486396419108,19,15,0,244,-0.9659258262890684,0.2588190451025203,-0.8717063187093217,-0.4900286664290594,-1.5752815796394,-1.4441906485117066,-1.1820087862563198,-1.0576283297110476,-0.7459823790609121,,,,-0.8029283830603082,-0.7657817282842604,-0.6914884187321643,-0.3804894240850419,0.7482155874012777,,,,0.8767010876014809,1.0540990915438426,1.408895099428566,2.067499705631989,2.0717640138396467,,,,1.3028432212803012,1.353683693148388,1.4553646368845616,-0.1108605624289051,-0.9484078189347775,,,
2025-09-01 19:30:00,-1.6976666343832894,-0.9087950753528636,0.3148457267306646,0.4038540580035205,19,30,0,244,-0.9659258262890684,0.2588190451025203,-0.8717063187093217,-0.4900286664290594,-1.6364741070113444,-1.5752815796394,-1.3130997173840129,-1.0553915048502402,-0.7147043223378808,,,,-0.8558617292065861,-0.8029283830603082,-0.7286350735082123,-0.4717735373753998,0.6441434979252437,,,,0.5957734071660727,0.8767010876014809,1.2314970954862043,1.907097504878302,2.128334880908056,,,,0.8533486396419108,1.3028432212803012,1.4045241650164748,0.428161327964946,-0.5076861575391922,,,
2025-09-01 19:45:00,-1.7588591617552338,-0.9617284214991416,0.0339180462952565,-0.0456405236348697,19,45,0,244,-0.9659258262890684,0.2588190451025203,-0.8717063187093217,-0.4900286664290594,-1.6976666343832894,-1.6364741070113444,-1.4441906485117066,-1.0531546799894331,-0.6834262656148491,,,,-0.9087950753528636,-0.8558617292065861,-0.7657817282842604,-0.5630576506657582,0.5400714084492098,,,,0.3148457267306646,0.5957734071660727,1.0540990915438426,1.746695304124615,2.184905747976464,,,,0.4038540580035205,0.8533486396419108,1.353683693148388,0.9671832183587972,-0.0669644961436068,,,
2025-09-01 20:00:00,-1.7969091831796151,-0.9875983628176468,-0.2189277620778003,-0.4923761176993207,20,0,0,244,-0.8660254037844386,0.5000000000000001,-0.8717063187093217,-0.4900286664290594,-1.7588591617552338,-1.6976666343832894,-1.5752815796394,-1.0531546799894331,-0.6834262656148491,-1.4468116731251155,,,-0.9617284214991416,-0.9087950753528636,-0.8029283830603082,-0.6543417639561163,0.4359993189731757,1.3193284577054274,,,0.0339180462952565,0.3148457267306646,0.8767010876014809,1.586293103370928,2.238082937880074,1.5436072255067952,,,-0.0456405236348697,0.4038540580035205,1.3028432212803012,1.4553646368845616,0.1178472607332947,-1.583276546770084,,
2025-09-01 20:15:00,-1.7969091831796151,-0.9875983628176468,-0.2189277620778003,-0.4923761176993207,20,15,0,244,-0.8660254037844386,0.5000000000000001,-0.8717063187093217,-0.4900286664290594,-1.7969091831796151,-1.7588591617552338,-1.6364741070113444,-1.1820087862563198,-0.7540774453118267,-1.351161496362091,,,-0.9875983628176468,-0.9617284214991416,-0.8558617292065861,-0.6914884187321643,0.2546981615312108,1.252608346158554,,,-0.2189277620778003,0.0339180462952565,0.5957734071660727,1.408895099428566,2.238082937880074,1.6109766428302872,,,-0.4923761176993207,-0.0456405236348697,0.8533486396419108,1.4553646368845616,0.1178472607332947,-1.5555412515644094,,
2025-09-01 20:30:00,-1.7737666772320515,-0.9605349579898744,-0.1908458900154494,-0.4896171301253814,20,30,0,244,-0.8660254037844386,0.5000000000000001,-0.8717063187093217,-0.4900286664290594,-1.7969091831796151,-1.7969091831796151,-1.6976666343832894,-1.3130997173840129,-0.8560066817318358,-1.159861142836042,,,-0.9875983628176468,-0.9875983628176468,-0.9087950753528636,-0.7286350735082123,0.0733970040892459,1.1191681230648065,,,-0.2189277620778003,-0.2189277620778003,0.3148457267306646,1.2314970954862043,2.234689260715274,1.7457154774772707,,,-0.4923761176993207,-0.4923761176993207,0.4038540580035205,1.4045241650164748,-0.1380626437853889,-1.5000706611530608,,
