utc_time,x_error (m),y_error  (m),z_error (m),satclockerror (m),hour,minute,dow,doy,hour_sin,hour_cos,doy_sin,doy_cos,x_lag_1,x_lag_2,x_lag_4,x_lag_8,x_lag_16,x_lag_24,x_lag_48,x_lag_96,y_lag_1,y_lag_2,y_lag_4,y_lag_8,y_lag_16,y_lag_24,y_lag_48,y_lag_96,z_lag_1,z_lag_2,z_lag_4,z_lag_8,z_lag_16,z_lag_24,z_lag_48,z_lag_96,clock_lag_1,clock_lag_2,clock_lag_4,clock_lag_8,clock_lag_16,clock_lag_24,clock_lag_48,clock_lag_96,x_roll_mean_3,x_roll_std_3,x_roll_min_3,x_roll_max_3,x_roll_slope_3,x_roll_mean_6,x_roll_std_6,x_roll_min_6,x_roll_max_6,x_roll_slope_6,x_roll_mean_12,x_roll_std_12,x_roll_min_12,x_roll_max_12,x_roll_slope_12,x_roll_mean_24,x_roll_std_24,x_roll_min_24,x_roll_max_24,x_roll_slope_24,y_roll_mean_3,y_roll_std_3,y_roll_min_3,y_roll_max_3,y_roll_slope_3,y_roll_mean_6,y_roll_std_6,y_roll_min_6,y_roll_max_6,y_roll_slope_6,y_roll_mean_12,y_roll_std_12,y_roll_min_12,y_roll_max_12,y_roll_slope_12,y_roll_mean_24,y_roll_std_24,y_roll_min_24,y_roll_max_24,y_roll_slope_24,z_roll_mean_3,z_roll_std_3,z_roll_min_3,z_roll_max_3,z_roll_slope_3,z_roll_mean_6,z_roll_std_6,z_roll_min_6,z_roll_max_6,z_roll_slope_6,z_roll_mean_12,z_roll_std_12,z_roll_min_12,z_roll_max_12,z_roll_slope_12,z_roll_mean_24,z_roll_std_24,z_roll_min_24,z_roll_max_24,z_roll_slope_24,clock_roll_mean_3,clock_roll_std_3,clock_roll_min_3,clock_roll_max_3,clock_roll_slope_3,clock_roll_mean_6,clock_roll_std_6,clock_roll_min_6,clock_roll_max_6,clock_roll_slope_6,clock_roll_mean_12,clock_roll_std_12,clock_roll_min_12,clock_roll_max_12,clock_roll_slope_12,clock_roll_mean_24,clock_roll_std_24,clock_roll_min_24,clock_roll_max_24,clock_roll_slope_24
2025-09-01 14:00:00,-1.4468116731251155,1.3193284577054274,1.5436072255067952,-1.583276546770084,14,0,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-01 14:15:00,-1.351161496362091,1.252608346158554,1.6109766428302872,-1.5555412515644094,14,15,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-1.4468116731251155,,,,,,,,1.3193284577054274,,,,,,,,1.5436072255067952,,,,,,,,-1.583276546770084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-01 14:30:00,-1.159861142836042,1.1191681230648065,1.7457154774772707,-1.5000706611530608,14,30,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-1.351161496362091,-1.4468116731251155,,,,,,,1.252608346158554,1.3193284577054274,,,,,,,1.6109766428302872,1.5436072255067952,,,,,,,-1.5555412515644094,-1.583276546770084,,,,,,,-1.3192781041077495,0.14610805841748864,-1.4468116731251155,-1.159861142836042,0.09565017676302452,,,,,,,,,,,,,,,,1.2303683089762627,0.10191665384648196,1.1191681230648065,1.3193284577054274,-0.06672011154687363,,,,,,,,,,,,,,,,1.6334331152714512,0.10290848480332358,1.5436072255067952,1.7457154774772707,0.06736941732349185,,,,,,,,,,,,,,,,-1.5462961531625181,0.0423663632339828,-1.583276546770084,-1.5000706611530608,0.027735295205674415,,,,,,,,,,,,,,,
2025-09-01 14:45:00,-0.9685607893099928,0.9857278999710593,1.8804543121242543,-1.4446000707417108,14,45,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-1.159861142836042,-1.351161496362091,,,,,,,1.1191681230648065,1.252608346158554,,,,,,,1.7457154774772707,1.6109766428302872,,,,,,,-1.5000706611530608,-1.5555412515644094,,,,,,,-1.159861142836042,0.19130035352604913,-1.351161496362091,-0.9685607893099928,0.1275335690173661,,,,,,,,,,,,,,,,1.1191681230648065,0.13344022309374756,0.9857278999710593,1.252608346158554,-0.08896014872916491,,,,,,,,,,,,,,,,1.7457154774772707,0.13473883464698377,1.6109766428302872,1.8804543121242543,0.0898258897646557,,,,,,,,,,,,,,,,-1.5000706611530603,0.055470590411348934,-1.5555412515644094,-1.4446000707417108,0.036980393607566185,,,,,,,,,,,,,,,
2025-09-01 15:00:00,-0.7772604357839439,0.8522876768773119,2.015193146771238,-1.3891294803303629,15,0,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,-0.9685607893099928,-1.159861142836042,-1.4468116731251155,,,,,,0.9857278999710593,1.1191681230648065,1.3193284577054274,,,,,,1.8804543121242543,1.7457154774772707,1.5436072255067952,,,,,,-1.4446000707417108,-1.5000706611530608,-1.583276546770084,,,,,,-0.9685607893099929,0.19130035352604893,-1.159861142836042,-0.7772604357839439,0.127533569017366,,,,,,,,,,,,,,,,0.9857278999710593,0.13344022309374773,0.8522876768773119,1.1191681230648065,-0.08896014872916487,,,,,,,,,,,,,,,,1.8804543121242545,0.13473883464698405,1.7457154774772707,2.015193146771238,0.0898258897646557,,,,,,,,,,,,,,,,-1.4446000707417115,0.05547059041134826,-1.5000706611530608,-1.3891294803303629,0.03698039360756596,,,,,,,,,,,,,,,
2025-09-01 15:15:00,-0.7459823790609121,0.7482155874012777,2.0717640138396467,-0.9484078189347775,15,15,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,-0.7772604357839439,-0.9685607893099928,-1.351161496362091,,,,,,0.8522876768773119,0.9857278999710593,1.252608346158554,,,,,,2.015193146771238,1.8804543121242543,1.6109766428302872,,,,,,-1.3891294803303629,-1.4446000707417108,-1.5555412515644094,,,,,,-0.8306012013849496,0.12049570587132154,-0.9685607893099928,-0.7459823790609121,0.07419280341636021,-1.0749396527463495,0.29323752577664275,-1.4468116731251155,-0.7459823790609121,0.1168048823440339,,,,,,,,,,,0.8620770547498829,0.1190583831357984,0.7482155874012777,0.9857278999710593,-0.07917077085659385,1.0462226818630727,0.22475830474614633,0.7482155874012777,1.3193284577054274,-0.09518547838402495,,,,,,,,,,,1.9891371575783794,0.09828039693765007,1.8804543121242543,2.0717640138396467,0.06376990057179747,1.8112851364249154,0.21460961483759727,1.5436072255067952,2.0717640138396467,0.08802613138880859,,,,,,,,,,,-1.2607124566689503,0.2718821190568634,-1.4446000707417108,-0.9484078189347775,0.16539741726897775,-1.4035043049157343,0.2339943000790591,-1.583276546770084,-0.9484078189347775,0.10581145463921775,,,,,,,,,,
2025-09-01 15:30:00,-0.7147043223378808,0.6441434979252437,2.128334880908056,-0.5076861575391922,15,30,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,-0.7459823790609121,-0.7772604357839439,-1.159861142836042,,,,,,0.7482155874012777,0.8522876768773119,1.1191681230648065,,,,,,2.0717640138396467,2.015193146771238,1.7457154774772707,,,,,,-0.9484078189347775,-1.3891294803303629,-1.5000706611530608,,,,,,-0.7459823790609122,0.0312780567230303,-0.7772604357839439,-0.7147043223378808,0.020852037815354347,-0.952921760948477,0.25771757054541927,-1.351161496362091,-0.7147043223378808,0.1060761956707017,,,,,,,,,,,0.7482155874012778,0.10407208947603533,0.6441434979252437,0.8522876768773119,-0.06938139298402272,0.9336918552330422,0.22964462173856204,0.6441434979252437,1.252608346158554,-0.10141080803888504,,,,,,,,,,,2.071764013839647,0.05657086706841136,2.015193146771238,2.128334880908056,0.03771391137893939,1.908739745658459,0.20108262243260552,1.6109766428302872,2.128334880908056,0.08622637301296147,,,,,,,,,,,-0.9484078189347777,0.44072166139558505,-1.3891294803303629,-0.5076861575391922,0.2938144409303902,-1.224239240043919,0.4125828342707117,-1.5555412515644094,-0.5076861575391922,0.17464251567086952,,,,,,,,,,
2025-09-01 15:45:00,-0.6834262656148491,0.5400714084492098,2.184905747976464,-0.0669644961436068,15,45,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,-0.7147043223378808,-0.7459823790609121,-0.9685607893099928,,,,,,0.6441434979252437,0.7482155874012777,0.9857278999710593,,,,,,2.128334880908056,2.0717640138396467,1.8804543121242543,,,,,,-0.5076861575391922,-0.9484078189347775,-1.4446000707417108,,,,,,-0.7147043223378807,0.031278056723030204,-0.7459823790609121,-0.6834262656148491,0.020852037815354347,-0.8416325558239368,0.18537148805491432,-1.159861142836042,-0.6834262656148491,0.07940581287019881,,,,,,,,,,,0.6441434979252437,0.10407208947603559,0.5400714084492098,0.7482155874012777,-0.06938139298402264,0.8149356989481514,0.21554323996633712,0.5400714084492098,1.1191681230648065,-0.09651611910259945,,,,,,,,,,,2.128334880908055,0.05657086706841108,2.0717640138396467,2.184905747976464,0.03771391137893909,2.0043945965161547,0.1642417716031268,1.7457154774772707,2.184905747976464,0.0731983784165322,,,,,,,,,,,-0.5076861575391922,0.4407216613955849,-0.9484078189347775,-0.0669644961436068,0.2938144409303903,-0.9761431141404519,0.5850361800053777,-1.5000706611530608,-0.0669644961436068,0.23885102750157564,,,,,,,,,,
2025-09-01 16:00:00,-0.6834262656148491,0.4359993189731757,2.238082937880074,0.1178472607332947,16,0,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,-0.6834262656148491,-0.7147043223378808,-0.7772604357839439,-1.4468116731251155,,,,,0.5400714084492098,0.6441434979252437,0.8522876768773119,1.3193284577054274,,,,,2.184905747976464,2.128334880908056,2.015193146771238,1.5436072255067952,,,,,-0.0669644961436068,-0.5076861575391922,-1.3891294803303629,-1.583276546770084,,,,,-0.6938522845225265,0.018058394468768346,-0.7147043223378808,-0.6834262656148491,0.010426018907677248,-0.762226742953738,0.10746258966077946,-0.9685607893099928,-0.6834262656148491,0.047522420615857285,,,,,,,,,,,0.5400714084492098,0.10407208947603593,0.4359993189731757,0.6441434979252437,-0.06938139298402268,0.7010742315995463,0.20275268243843694,0.4359993189731757,0.9857278999710593,-0.09162143016631392,,,,,,,,,,,2.183774522254865,0.05488277285276775,2.128334880908056,2.238082937880074,0.03658268565733932,2.086455839916622,0.12819349901517635,1.8804543121242543,2.238082937880074,0.05960477095930328,,,,,,,,,,,-0.15226779764983478,0.32137284309631964,-0.5076861575391922,0.1178472607332947,0.2085111394241623,-0.7064901271593925,0.6629291251781491,-1.4446000707417108,0.1178472607332947,0.2604078885791676,,,,,,,,,,
2025-09-01 16:15:00,-0.7540774453118267,0.2546981615312108,2.238082937880074,0.1178472607332947,16,15,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,-0.6834262656148491,-0.6834262656148491,-0.7459823790609121,-1.351161496362091,,,,,0.4359993189731757,0.5400714084492098,0.7482155874012777,1.252608346158554,,,,,2.238082937880074,2.184905747976464,2.0717640138396467,1.6109766428302872,,,,,0.1178472607332947,-0.0669644961436068,-0.9484078189347775,-1.5555412515644094,,,,,-0.706976658847175,0.04079047761661366,-0.7540774453118267,-0.6834262656148491,-0.023550393232325884,-0.7264795189540436,0.038901231618576816,-0.7772604357839439,-0.6834262656148491,0.003863831745352856,,,,,,,,,,,0.41025629631786537,0.14441779643002664,0.2546981615312108,0.5400714084492098,-0.095124415639333,0.5792359418595715,0.216656282212923,0.2546981615312108,0.8522876768773119,-0.09959825255768351,,,,,,,,,,,2.2203572079122043,0.030701864905601402,2.184905747976464,2.238082937880074,0.01772572996786999,2.1460606108759257,0.09100070439961706,2.015193146771238,2.238082937880074,0.037148298518139354,,,,,,,,,,,0.05624334177432753,0.10670111758228311,-0.0669644961436068,0.1178472607332947,0.06160391895896716,-0.446082238580225,0.6205203227460669,-1.3891294803303629,0.1178472607332947,0.2511627901772763,,,,,,,,,,
2025-09-01 16:30:00,-0.8560066817318358,0.0733970040892459,2.234689260715274,-0.1380626437853889,16,30,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,-0.7540774453118267,-0.6834262656148491,-0.7147043223378808,-1.159861142836042,,,,,0.2546981615312108,0.4359993189731757,0.6441434979252437,1.1191681230648065,,,,,2.238082937880074,2.238082937880074,2.128334880908056,1.7457154774772707,,,,,0.1178472607332947,0.1178472607332947,-0.5076861575391922,-1.5000706611530608,,,,,-0.7645034642195038,0.0867613186245774,-0.8560066817318358,-0.6834262656148491,-0.057526805372328904,-0.7396038932786922,0.0643919533511901,-0.8560066817318358,-0.6834262656148491,-0.018337383778487277,,,,,,,,,,,0.2546981615312108,0.1813011574419663,0.0733970040892459,0.4359993189731757,-0.12086743829464326,0.4494208297282272,0.2509596477739005,0.0733970040892459,0.7482155874012777,-0.11246976388533864,,,,,,,,,,,2.2369517121584743,0.0019593404247105523,2.234689260715274,2.238082937880074,-0.0011312257215999229,2.1826432965332647,0.06943288569239263,2.0717640138396467,2.238082937880074,0.02715420781260458,,,,,,,,,,,0.03254395922706683,0.14774965226215084,-0.1380626437853889,0.1178472607332947,-0.08530330150622788,-0.23757109915606267,0.41711004632486925,-0.9484078189347775,0.1178472607332947,0.13505752919156477,,,,,,,,,,
