utc_time,x_error (m),y_error  (m),z_error (m),satclockerror (m),y_error (m)
2025-09-01 14:00:00,-0.765883333,0.671543743,0.434251402,-0.183988567,0.073631655
2025-09-01 14:15:00,-0.7164590225,0.60170552575,0.4851494415,-0.17784697375,0.073631655
2025-09-01 14:30:00,-0.667034712,0.5318673085,0.536047481,-0.1717053805,0.073631655
2025-09-01 14:45:00,-0.6176104014999999,0.46202909125,0.5869455205,-0.16556378724999998,0.073631655
2025-09-01 15:00:00,-0.568186091,0.392190874,0.63784356,-0.159422194,0.073631655
2025-09-01 15:15:00,-0.5601051002499999,0.3377229705,0.65921339175,-0.11062636975,0.073631655
2025-09-01 15:30:00,-0.5520241095,0.283255067,0.6805832235,-0.0618305455,0.073631655
2025-09-01 15:45:00,-0.54394311875,0.2287871635,0.70195305525,-0.01303472125000002,0.073631655
2025-09-01 16:00:00,-0.535862128,0.17431926,0.723322887,0.035761103,0.073631655
2025-09-01 16:15:00,-0.5621965395,0.07943220625,0.72204091425,0.007427268250000001,0.073631655
2025-09-01 16:30:00,-0.588530951,-0.015454847500000007,0.7207589415,-0.0209065665,0.073631655
2025-09-01 16:45:00,-0.6148653625,-0.11034190125000001,0.71947696875,-0.049240401249999996,0.073631655
2025-09-01 17:00:00,-0.641199774,-0.205228955,0.718194996,-0.077574236,0.073631655
2025-09-01 17:15:00,-0.6406218685,-0.253004053,0.65760253525,-0.01789480625,0.073631655
2025-09-01 17:30:00,-0.640043963,-0.30077915099999997,0.5970100745,0.04178462350000001,0.073631655
2025-09-01 17:45:00,-0.6394660575,-0.348554249,0.53641761375,0.10146405325,0.073631655
2025-09-01 18:00:00,-0.638888152,-0.396329347,0.475825153,0.161143483,0.073631655
2025-09-01 18:15:00,-0.6727567715,-0.4157706825,0.4088124715,0.15551452725,0.073631655
2025-09-01 18:30:00,-0.706625391,-0.435212018,0.34179979,0.1498855715,0.073631655
2025-09-01 18:45:00,-0.7404940105000001,-0.4546533535,0.2747871085,0.14425661575,0.073631655
2025-09-01 19:00:00,-0.77436263,-0.474094689,0.207774427,0.13862766,0.073631655
2025-09-01 19:15:00,-0.79017231575,-0.5017982587500001,0.1016530685,0.08886051550000001,0.073631655
2025-09-01 19:30:00,-0.8059820015000001,-0.5295018285,-0.004468290000000014,0.039093371,0.073631655
2025-09-01 19:45:00,-0.8217916872500001,-0.55720539825,-0.1105896485,-0.010673773500000011,0.073631655
2025-09-01 20:00:00,-0.837601373,-0.584908968,-0.216711007,-0.060440918,0.073631655
2025-09-01 20:15:00,-0.8316222810714287,-0.5707448733809524,-0.20610298714285716,-0.060135448392857144,0.073631655
2025-09-01 20:30:00,-0.8256431891428572,-0.5565807787619048,-0.1954949672857143,-0.05982997878571429,0.073631655
2025-09-01 20:45:00,-0.8196640972142858,-0.5424166841428572,-0.18488694742857142,-0.05952450917857143,0.073631655
2025-09-01 21:00:00,-0.8136850052857143,-0.5282525895238095,-0.17427892757142857,-0.05921903957142857,0.073631655
2025-09-01 21:15:00,-0.8077059133571429,-0.5140884949047619,-0.16367090771428572,-0.05891356996428572,0.073631655
2025-09-01 21:30:00,-0.8017268214285714,-0.4999244002857143,-0.15306288785714287,-0.05860810035714286,0.073631655
2025-09-01 21:45:00,-0.7957477295000001,-0.48576030566666667,-0.142454868,-0.05830263075,0.073631655
2025-09-01 22:00:00,-0.7897686375714286,-0.47159621104761906,-0.13184684814285713,-0.05799716114285715,0.073631655
2025-09-01 22:15:00,-0.7837895456428572,-0.4574321164285714,-0.12123882828571429,-0.05769169153571429,0.073631655
2025-09-01 22:30:00,-0.7778104537142858,-0.44326802180952385,-0.11063080842857144,-0.05738622192857143,0.073631655
2025-09-01 22:45:00,-0.7718313617857143,-0.4291039271904762,-0.10002278857142857,-0.05708075232142858,0.073631655
2025-09-01 23:00:00,-0.7658522698571429,-0.4149398325714286,-0.08941476871428572,-0.05677528271428572,0.073631655
2025-09-01 23:15:00,-0.7598731779285715,-0.400775737952381,-0.07880674885714287,-0.05646981310714286,0.073631655
2025-09-01 23:30:00,-0.7538940860000001,-0.3866116433333333,-0.06819872900000001,-0.056164343500000005,0.073631655
2025-09-01 23:45:00,-0.7479149940714286,-0.3724475487142857,-0.05759070914285713,-0.055858873892857146,0.073631655
2025-09-02 00:00:00,-0.7419359021428572,-0.3582834540952381,-0.04698268928571428,-0.055553404285714286,0.073631655
2025-09-02 00:15:00,-0.7359568102142857,-0.34411935947619043,-0.03637466942857143,-0.055247934678571434,0.073631655
2025-09-02 00:30:00,-0.7299777182857143,-0.3299552648571428,-0.025766649571428574,-0.054942465071428574,0.073631655
2025-09-02 00:45:00,-0.7239986263571428,-0.3157911702380952,-0.01515862971428572,-0.054636995464285715,0.073631655
2025-09-02 01:00:00,-0.7180195344285715,-0.3016270756190476,-0.004550609857142868,-0.05433152585714286,0.073631655
2025-09-02 01:15:00,-0.7120404425,-0.287462981,0.006057410000000013,-0.05402605625,0.073631655
2025-09-02 01:30:00,-0.7060613505714286,-0.27329888638095234,0.016665429857142866,-0.05372058664285714,0.073631655
2025-09-02 01:45:00,-0.7000822586428572,-0.25913479176190474,0.02727344971428572,-0.05341511703571429,0.073631655
2025-09-02 02:00:00,-0.6941031667142857,-0.24497069714285713,0.03788146957142857,-0.05310964742857143,0.073631655
2025-09-02 02:15:00,-0.6881240747857144,-0.23080660252380952,0.04848948942857145,-0.05280417782142857,0.073631655
2025-09-02 02:30:00,-0.6821449828571429,-0.21664250790476186,0.05909750928571428,-0.05249870821428572,0.073631655
2025-09-02 02:45:00,-0.6761658909285715,-0.20247841328571425,0.06970552914285716,-0.05219323860714286,0.073631655
2025-09-02 03:00:00,-0.670186799,-0.18831431866666665,0.08031354899999998,-0.051887769,0.073631655
2025-09-02 03:15:00,-0.6642077070714286,-0.17415022404761904,0.09092156885714286,-0.05158229939285715,0.073631655
2025-09-02 03:30:00,-0.6582286151428571,-0.15998612942857138,0.10152958871428575,-0.05127682978571429,0.073631655
2025-09-02 03:45:00,-0.6522495232142858,-0.14582203480952377,0.11213760857142857,-0.05097136017857143,0.073631655
2025-09-02 04:00:00,-0.6462704312857144,-0.13165794019047616,0.12274562842857145,-0.050665890571428576,0.073631655
2025-09-02 04:15:00,-0.6402913393571429,-0.11749384557142856,0.13335364828571428,-0.05036042096428572,0.073631655
2025-09-02 04:30:00,-0.6343122474285715,-0.1033297509523809,0.14396166814285716,-0.05005495135714286,0.073631655
2025-09-02 04:45:00,-0.6283331555,-0.08916565633333329,0.15456968799999998,-0.049749481750000005,0.073631655
2025-09-02 05:00:00,-0.6223540635714286,-0.07500156171428563,0.16517770785714286,-0.049444012142857145,0.073631655
2025-09-02 05:15:00,-0.6163749716428572,-0.060837467095238074,0.17578572771428574,-0.049138542535714286,0.073631655
2025-09-02 05:30:00,-0.6103958797142858,-0.04667337247619041,0.18639374757142857,-0.04883307292857143,0.073631655
2025-09-02 05:45:00,-0.6044167877857143,-0.03250927785714286,0.19700176742857145,-0.048527603321428574,0.073631655
2025-09-02 06:00:00,-0.5984376958571429,-0.018345183238095197,0.20760978728571428,-0.048222133714285714,0.073631655
2025-09-02 06:15:00,-0.5924586039285715,-0.004181088619047535,0.21821780714285716,-0.04791666410714286,0.073631655
2025-09-02 06:30:00,-0.586479512,0.009983006000000016,0.22882582700000004,-0.0476111945,0.073631655
2025-09-02 06:45:00,-0.5805004200714285,0.02414710061904768,0.23943384685714286,-0.04730572489285714,0.073631655
2025-09-02 07:00:00,-0.5745213281428572,0.03831119523809534,0.25004186671428574,-0.04700025528571429,0.073631655
2025-09-02 07:15:00,-0.5685422362142858,0.05247528985714289,0.26064988657142857,-0.04669478567857143,0.073631655
2025-09-02 07:30:00,-0.5625631442857144,0.06663938447619056,0.27125790642857145,-0.04638931607142857,0.073631655
2025-09-02 07:45:00,-0.5565840523571429,0.08080347909523822,0.2818659262857143,-0.04608384646428572,0.073631655
2025-09-02 08:00:00,-0.5506049604285714,0.09496757371428577,0.29247394614285716,-0.04577837685714286,0.073631655
2025-09-02 08:15:00,-0.5446258685,0.10913166833333343,0.30308196600000004,-0.04547290725,0.073631655
2025-09-02 08:30:00,-0.5386467765714287,0.12329576295238098,0.3136899858571429,-0.04516743764285715,0.073631655
2025-09-02 08:45:00,-0.5326676846428572,0.13745985757142865,0.3242980057142857,-0.04486196803571429,0.073631655
2025-09-02 09:00:00,-0.5266885927142857,0.1516239521904763,0.33490602557142857,-0.04455649842857143,0.073631655
2025-09-02 09:15:00,-0.5207095007857143,0.16578804680952386,0.34551404542857145,-0.044251028821428576,0.073631655
2025-09-02 09:30:00,-0.5147304088571429,0.17995214142857152,0.35612206528571433,-0.043945559214285716,0.073631655
2025-09-02 09:45:00,-0.5087513169285715,0.19411623604761918,0.3667300851428572,-0.04364008960714286,0.073631655
2025-09-02 10:00:00,-0.502772225,0.20828033066666674,0.377338105,-0.043334620000000004,0.073631655
2025-09-02 10:15:00,-0.49679313307142864,0.2224444252857144,0.38794612485714286,-0.043029150392857145,0.073631655
2025-09-02 10:30:00,-0.4908140411428572,0.23660851990476195,0.39855414471428574,-0.042723680785714285,0.073631655
2025-09-02 10:45:00,-0.48483494921428577,0.2507726145238096,0.4091621645714286,-0.04241821117857143,0.073631655
2025-09-02 11:00:00,-0.47885585728571434,0.2649367091428573,0.4197701844285715,-0.04211274157142857,0.073631655
2025-09-02 11:15:00,-0.4728767653571429,0.2791008037619048,0.43037820428571427,-0.041807271964285714,0.073631655
2025-09-02 11:30:00,-0.46689767342857147,0.2932648983809525,0.44098622414285715,-0.04150180235714286,0.073631655
2025-09-02 11:45:00,-0.46091858150000004,0.30742899300000015,0.45159424400000003,-0.04119633275,0.073631655
2025-09-02 12:00:00,-0.4549394895714286,0.3215930876190477,0.4622022638571429,-0.04089086314285714,0.073631655
2025-09-02 12:15:00,-0.44896039764285717,0.33575718223809536,0.4728102837142857,-0.04058539353571429,0.073631655
2025-09-02 12:30:00,-0.44298130571428573,0.3499212768571429,0.48341830357142856,-0.04027992392857143,0.073631655
2025-09-02 12:45:00,-0.43700221378571436,0.3640853714761906,0.49402632342857145,-0.03997445432142857,0.073631655
2025-09-02 13:00:00,-0.4310231218571429,0.37824946609523824,0.5046343432857143,-0.03966898471428572,0.073631655
2025-09-02 13:15:00,-0.4250440299285715,0.3924135607142858,0.5152423631428572,-0.03936351510714286,0.073631655
2025-09-02 13:30:00,-0.41906493800000005,0.40657765533333345,0.525850383,-0.0390580455,0.073631655
2025-09-02 13:45:00,-0.4130858460714286,0.420741749952381,0.5364584028571429,-0.03875257589285715,0.073631655
2025-09-02 14:00:00,-0.4071067541428572,0.4349058445714288,0.5470664227142857,-0.03844710628571429,0.073631655
2025-09-02 14:15:00,-0.40112766221428575,0.44906993919047633,0.5576744425714286,-0.03814163667857143,0.073631655
2025-09-02 14:30:00,-0.3951485702857143,0.4632340338095239,0.5682824624285715,-0.037836167071428575,0.073631655
2025-09-02 14:45:00,-0.3891694783571429,0.47739812842857166,0.5788904822857143,-0.037530697464285716,0.073631655
2025-09-02 15:00:00,-0.38319038642857145,0.4915622230476192,0.5894985021428572,-0.037225227857142856,0.073631655
2025-09-02 15:15:00,-0.37721129450000007,0.5057263176666668,0.600106522,-0.036919758250000004,0.073631655
2025-09-02 15:30:00,-0.37123220257142864,0.5198904122857143,0.6107145418571429,-0.036614288642857144,0.073631655
2025-09-02 15:45:00,-0.3652531106428572,0.5340545069047621,0.6213225617142858,-0.036308819035714285,0.073631655
2025-09-02 16:00:00,-0.35927401871428577,0.5482186015238096,0.6319305815714286,-0.03600334942857143,0.073631655
2025-09-02 16:15:00,-0.35329492678571434,0.5623826961428572,0.6425386014285714,-0.03569787982142857,0.073631655
2025-09-02 16:30:00,-0.3473158348571429,0.576546790761905,0.6531466212857143,-0.03539241021428571,0.073631655
2025-09-02 16:45:00,-0.34133674292857147,0.5907108853809525,0.6637546411428572,-0.03508694060714286,0.073631655
2025-09-02 17:00:00,-0.335357651,0.60487498,0.674362661,-0.034781471,0.073631655
2025-09-02 17:15:00,-0.354652252,0.5303835685,0.6856779669999999,-0.10169534250000001,0.073631655
2025-09-02 17:30:00,-0.37394685299999997,0.45589215699999996,0.6969932729999999,-0.168609214,0.073631655
2025-09-02 17:45:00,-0.393241454,0.38140074549999997,0.708308579,-0.2355230855,0.073631655
2025-09-02 18:00:00,-0.412536055,0.306909334,0.719623885,-0.302436957,0.073631655
2025-09-02 18:15:00,-0.48491320725,0.24897828899999996,0.7087416995,-0.30538136875,0.073631655
2025-09-02 18:30:00,-0.5572903595,0.19104724399999998,0.6978595139999999,-0.30832578050000004,0.073631655
2025-09-02 18:45:00,-0.62966751175,0.133116199,0.6869773284999999,-0.31127019225,0.073631655
2025-09-02 19:00:00,-0.702044664,0.075185154,0.676095143,-0.314214604,0.073631655
2025-09-02 19:15:00,-0.720506691,0.04712039900000001,0.61474424875,-0.11669735475000001,0.073631655
2025-09-02 19:30:00,-0.738968718,0.019055644000000004,0.5533933545,0.08081989449999999,0.073631655
2025-09-02 19:45:00,-0.757430745,-0.009009111,0.49204246025,0.27833714374999996,0.073631655
2025-09-02 20:00:00,-0.775892772,-0.037073866,0.430691566,0.475854393,0.073631655
2025-09-02 20:15:00,-0.8045093464999999,-0.040349724499999996,0.36164046325,0.382913687,0.073631655
2025-09-02 20:30:00,-0.8331259209999999,-0.043625582999999996,0.2925893605,0.289972981,0.073631655
2025-09-02 20:45:00,-0.8617424955,-0.0469014415,0.22353825775,0.19703227499999998,0.073631655
2025-09-02 21:00:00,-0.89035907,-0.0501773,0.154487155,0.104091569,0.073631655
2025-09-02 21:15:00,-0.932353402,-0.0878144585,0.026346335,0.0801658375,0.073631655
2025-09-02 21:30:00,-0.974347734,-0.125451617,-0.10179448499999999,0.056240106,0.073631655
2025-09-02 21:45:00,-1.016342066,-0.1630887755,-0.22993530499999998,0.03231437450000001,0.073631655
2025-09-02 22:00:00,-1.058336398,-0.200725934,-0.358076125,0.008388643,0.073631655
2025-09-02 22:15:00,-1.00356030675,-0.21423768425,-0.43732301900000004,-0.0189738645,0.073631655
2025-09-02 22:30:00,-0.9487842155,-0.2277494345,-0.516569913,-0.046336372,0.073631655
2025-09-02 22:45:00,-0.89400812425,-0.24126118474999997,-0.5958168070000001,-0.07369887950000001,0.073631655
2025-09-02 23:00:00,-0.839232033,-0.254772935,-0.675063701,-0.101061387,0.073631655
2025-09-02 23:15:00,-0.8207676671136364,-0.24296046852499997,-0.6579387782727273,-0.09857045779545455,0.073631655
2025-09-02 23:30:00,-0.8023033012272728,-0.23114800204999997,-0.6408138555454546,-0.0960795285909091,0.073631655
2025-09-02 23:45:00,-0.7838389353409091,-0.21933553557499996,-0.6236889328181818,-0.09358859938636364,0.073631655
2025-09-03 00:00:00,-0.7653745694545455,-0.20752306909999998,-0.6065640100909091,-0.09109767018181819,0.073631655
2025-09-03 00:15:00,-0.7469102035681818,-0.19571060262499998,-0.5894390873636364,-0.08860674097727272,0.073631655
2025-09-03 00:30:00,-0.7284458376818183,-0.18389813614999997,-0.5723141646363636,-0.08611581177272727,0.073631655
2025-09-03 00:45:00,-0.7099814717954546,-0.172085669675,-0.5551892419090909,-0.08362488256818182,0.073631655
2025-09-03 01:00:00,-0.691517105909091,-0.1602732032,-0.5380643191818182,-0.08113395336363637,0.073631655
2025-09-03 01:15:00,-0.6730527400227273,-0.148460736725,-0.5209393964545455,-0.07864302415909091,0.073631655
2025-09-03 01:30:00,-0.6545883741363637,-0.13664827024999998,-0.5038144737272727,-0.07615209495454546,0.073631655
2025-09-03 01:45:00,-0.63612400825,-0.12483580377499998,-0.486689551,-0.07366116575000001,0.073631655
2025-09-03 02:00:00,-0.6176596423636365,-0.11302333729999997,-0.46956462827272727,-0.07117023654545454,0.073631655
2025-09-03 02:15:00,-0.5991952764772728,-0.101210870825,-0.45243970554545454,-0.06867930734090909,0.073631655
