utc_time,x_error (m),y_error (m),z_error (m),satclockerror (m)
2025-09-01 06:00:00,1.9602295258851046,1.2882466806156734,-0.8992682101969273,0.34797842346557384
2025-09-01 06:15:00,1.8226686477590144,1.1961809693514571,-0.842462061879483,0.20878167780838958
2025-09-01 06:30:00,1.5475468915068342,1.0120495468230248,-0.7288497652445948,-0.0696118135059789
2025-09-01 06:45:00,1.2724251352546538,0.8279181242945927,-0.6152374686097064,-0.3480053048203473
2025-09-01 07:00:00,0.9973033790024737,0.6437867017661606,-0.501625171974818,-0.6263987961347158
2025-09-01 07:15:00,0.7221816227502935,0.4596552792377283,-0.38801287533992973,-0.9047922874490842
2025-09-01 07:30:00,0.44705986649811325,0.27552385670929636,-0.27440057870504136,-1.1831857787634528
2025-09-01 07:45:00,0.171938110245933,0.09139243418086405,-0.16078828207015308,-1.4615792700778212
2025-09-01 08:00:00,-0.08596234136876936,-0.052661075956830145,-0.047175985435264765,-1.558371052024434
2025-09-01 08:15:00,-0.08596234136876936,-0.052661075956830145,0.2287644213324985,-1.558371052024434
2025-09-01 08:30:00,-0.06874103673129157,-0.012583163566092103,0.5047048281002618,-1.376769342656678
2025-09-01 08:45:00,-0.051519732093813816,0.02749474882464595,0.7806452348680252,-1.195167633288922
2025-09-01 09:00:00,-0.03429842745633604,0.06757266121538397,1.0565856416357884,-1.0135659239211663
2025-09-01 09:15:00,-0.017077122818858256,0.10765057360612199,1.3325260484035515,-0.8319642145534103
2025-09-01 09:30:00,0.00014418181861950097,0.14772848599686006,1.608466455171315,-0.6503625051856544
2025-09-01 09:45:00,0.01736548645609726,0.1878063983875981,1.884406861939078,-0.4687607958178985
2025-09-01 10:00:00,0.01736548645609726,0.1878063983875981,1.8850908868460299,-0.2871590864501427
2025-09-01 10:15:00,0.014219578131561906,0.18090370957399968,1.8850908868460299,-0.281377535137984
2025-09-01 10:30:00,-0.006147634830451253,0.13392310836966323,1.6098345049852183,-0.2755959838258253
2025-09-01 10:45:00,-0.026514847792464387,0.08694250716532674,1.3345781231244067,-0.2698144325136666
2025-09-01 11:00:00,-0.04688206075447752,0.03996190596099029,1.0593217412635951,-0.26403288120150786
2025-09-01 11:15:00,-0.06724927371649068,-0.0070186952433461585,0.7840653594027837,-0.2582513298893492
2025-09-01 11:30:00,-0.08761648667850382,-0.05399929644768264,0.5088089775419723,-0.25246977857719044
2025-09-01 11:45:00,-0.10798369964051695,-0.10097989765201912,0.2335525956811605,-0.24668822726503178
2025-09-01 12:00:00,-0.12835091260253012,-0.1479604988563556,-0.012387874338392071,-0.24090667595287305
2025-09-01 12:15:00,-0.18234181668726404,-0.17679255128815324,-0.012387874338392071,-0.14145192524383568
2025-09-01 12:30:00,-0.23633272077199793,-0.20562460371995092,0.016928037502866842,-0.041997174534798364
2025-09-01 12:45:00,-0.29032362485673185,-0.2344566561517486,0.04624394934412573,0.057457576174239
2025-09-01 13:00:00,-0.3443145289414658,-0.2632887085835463,0.0755598611853846,0.1569123268832764
2025-09-01 13:15:00,-0.3983054330261997,-0.29212076101534395,0.10487577302664347,0.2563670775923138
2025-09-01 13:30:00,-0.45229633711093364,-0.3209528134471416,0.13419168486790237,0.3558218283013512
2025-09-01 13:45:00,-0.5062872411956676,-0.3497848658789393,0.16350759670916123,0.4552765790103886
2025-09-01 14:00:00,-0.5062872411956676,-0.3497848658789393,0.16350759670916123,0.554731329719426
2025-09-01 14:15:00,-0.33935849066396506,-0.21417023889922263,0.08246965028757916,0.6761167898299492
2025-09-01 14:30:00,-0.11843883604752872,-0.049723559487708284,-0.027884207975261793,0.7975022499404725
2025-09-01 14:45:00,0.10248081856890771,0.11472311992380609,-0.13823806623810275,0.9188877100509958
2025-09-01 15:00:00,0.3234004731853441,0.27916979933532043,-0.2485919245009437,1.040273170161519
2025-09-01 15:15:00,0.5443201278017805,0.44361647874683463,-0.3589457827637847,1.1616586302720424
2025-09-01 15:30:00,0.7652397824182169,0.6080631581583491,-0.4692996410266256,1.2830440903825657
2025-09-01 15:45:00,0.9861594370346531,0.7725098375698634,-0.5796534992894664,1.4044295504930893
2025-09-01 16:00:00,1.1185060405765546,0.8767390871199217,-0.6900073575523075,1.5258150106036124
2025-09-01 16:15:00,1.1185060405765546,0.8767390871199217,-0.8412248363851614,1.5373658287409646
2025-09-01 16:30:00,1.02993298950202,0.8165216572584657,-0.9924423152180153,1.5489166468783169
2025-09-01 16:45:00,0.9413599384274852,0.75630422739701,-1.1436597940508693,1.5604674650156691
2025-09-01 17:00:00,0.8527868873529505,0.696086797535554,-1.2948772728837232,1.5720182831530214
2025-09-01 17:15:00,0.7642138362784159,0.6358693676740981,-1.446094751716577,1.5835691012903736
2025-09-01 17:30:00,0.6756407852038812,0.5756519378126421,-1.5973122305494312,1.5951199194277257
2025-09-01 17:45:00,0.5870677341293464,0.5154345079511862,-1.7485297093822851,1.606670737565078
2025-09-01 18:00:00,0.4984946830548118,0.4552170780897302,-1.8392270390123084,1.606670737565078
2025-09-01 18:15:00,0.43196610561794324,0.3918573990661074,-1.8392270390123084,1.4448095443124829
2025-09-01 18:30:00,0.3654375281810747,0.3284977200424846,-1.778706889809478,1.2713975329225353
2025-09-01 18:45:00,0.29890895074420626,0.26513804101886185,-1.7181867406066473,1.0979855215325882
2025-09-01 19:00:00,0.23238037330733766,0.20177836199523894,-1.6576665914038171,0.9245735101426406
2025-09-01 19:15:00,0.16585179587046917,0.1384186829716161,-1.5971464422009864,0.7511614987526934
2025-09-01 19:30:00,0.09932321843360063,0.07505900394799325,-1.536626292998156,0.5777494873627461
2025-09-01 19:45:00,0.0327946409967321,0.011699324924370445,-1.4761061437953253,0.4043374759727987
2025-09-01 20:00:00,-0.03373393644013643,-0.05166035409925235,-1.415585994592495,0.23092546458285115
2025-09-01 20:15:00,-0.11361061282712745,-0.10521319683991484,-1.2487460510126154,0.14132868664744477
2025-09-01 20:30:00,-0.1934872892141184,-0.15876603958057733,-1.0819061074327363,0.05173190871203835
2025-09-01 20:45:00,-0.27336396560110926,-0.21231888232123983,-0.915066163852857,-0.03786486922336807
2025-09-01 21:00:00,-0.3532406419881003,-0.2658717250619023,-0.7482262202729778,-0.12746164715877448
2025-09-01 21:15:00,-0.43311731837509126,-0.3194245678025649,-0.5813862766930986,-0.21705842509418088
2025-09-01 21:30:00,-0.5129939947620822,-0.3729774105432273,-0.4145463331132194,-0.30665520302958726
2025-09-01 21:45:00,-0.5928706711490732,-0.4265302532838898,-0.24770638953334018,-0.39625198096499376
2025-09-01 22:00:00,-0.672747347536064,-0.4800830960245523,-0.08086644595346096,-0.39625198096499376
2025-09-01 22:15:00,-0.7809631704350423,-0.544567145306818,0.0313156633375592,-0.38612690331544597
2025-09-01 22:30:00,-0.8891789933340203,-0.6090511945890837,0.14349777262857943,-0.28640504773049164
2025-09-01 22:45:00,-0.9973948162329983,-0.6735352438713494,0.2556798819195996,-0.18668319214553736
2025-09-01 23:00:00,-1.1056106391319764,-0.7380192931536153,0.36786199121061985,-0.08696133656058318
2025-09-01 23:15:00,-1.2138264620309545,-0.802503342435881,0.48004410050164,0.012760519024371116
2025-09-01 23:30:00,-1.3220422849299325,-0.8669873917181466,0.5922262097926602,0.11248237460932538
2025-09-01 23:45:00,-1.4302581078289107,-0.9314714410004125,0.7044083190836804,0.21220423019427964
2025-09-02 00:00:00,-1.4302581078289107,-0.9314714410004125,0.7911569692751815,0.23027647669401527
2025-09-02 00:15:00,-1.4169886280722925,-0.9068703327365831,0.7911569692751815,0.23027647669401527
2025-09-02 00:30:00,-1.295503325416696,-0.8177851751904881,0.7657235101756623,0.14862686760879656
2025-09-02 00:45:00,-1.1740180227610995,-0.728700017644393,0.7402900510761431,0.06697725852357793
2025-09-02 01:00:00,-1.0525327201055032,-0.6396148600982979,0.7148565919766241,-0.014672350561640716
2025-09-02 01:15:00,-0.9310474174499068,-0.5505297025522029,0.6894231328771049,-0.09632195964685936
2025-09-02 01:30:00,-0.8095621147943103,-0.46144454500610793,0.6639896737775858,-0.177971568732078
2025-09-02 01:45:00,-0.688076812138714,-0.37235938746001285,0.6385562146780666,-0.2596211778172967
2025-09-02 02:00:00,-0.5665915094831177,-0.2832742299139178,0.6131227555785475,-0.2596211778172967
2025-09-02 02:15:00,-0.4495119003605,-0.21409183695294617,0.49694107108676305,-0.24398165373150696
2025-09-02 02:30:00,-0.3324322912378823,-0.14490944399197464,0.38075938659497877,-0.1466925205604987
2025-09-02 02:45:00,-0.21535268211526473,-0.07572705103100301,0.2645777021031944,-0.04940338738949038
2025-09-02 03:00:00,-0.0982730729926471,-0.006544658070031417,0.1483960176114101,0.047885745781517886
2025-09-02 03:15:00,0.018806536129970432,0.06263773489094014,0.03221433311962578,0.14517487895252618
2025-09-02 03:30:00,0.13588614525258808,0.13182012785191177,-0.08396735137215855,0.24246401212353452
2025-09-02 03:45:00,0.2529657543752057,0.2010025208128833,-0.2001490358639429,0.33975314529454287
2025-09-02 04:00:00,0.37004536349782335,0.27018491377385495,-0.3163307203557273,0.4370422784655512
2025-09-02 04:15:00,0.48643737918960295,0.36319342103979446,-0.32559814193757314,0.47677812778303247
2025-09-02 04:30:00,0.6028293948813825,0.4562019283057341,-0.334865563519419,0.5165139771005138
2025-09-02 04:45:00,0.7192214105731622,0.5492104355716737,-0.3441329851012649,0.5562498264179953
2025-09-02 05:00:00,0.8356134262649418,0.6422189428376132,-0.3534004066831107,0.5959856757354766
2025-09-02 05:15:00,0.9520054419567214,0.7352274501035528,-0.3626678282649566,0.6357215250529579
2025-09-02 05:30:00,1.068397457648501,0.8282359573694924,-0.3719352498468025,0.6754573743704393
2025-09-02 05:45:00,1.1847894733402806,0.9212444646354319,-0.38120267142864833,0.7151932236879206
